msa,state,size_rank,hvi_2010,hvi_2011,hvi_2012,hvi_2013,hvi_2014,hvi_2015,hvi_2016,hvi_2017,hvi_2018,hvi_2019,hvi_2021,hvi_2022,hvi_2023,hvi_2024,area_name
"Lewisburg, PA",PA,671,,,154702.45877824558,156850.83100329933,160485.37406809183,166736.6833523958,167964.00388323586,177345.61484240965,181088.4378249799,187151.68762356834,218330.16208129094,237913.8171937786,248247.74384256374,256253.4121120106,Lewisburg
"Lewisburg, TN",TN,783,105704.3747547684,103067.21286159377,102800.375539759,104836.18429438952,110929.48230831424,122724.76346001838,137292.51658589757,155059.78630862953,179805.2552311203,197312.48764654517,256325.6320852254,304798.7939992546,304849.8174251987,310532.56723008153,Lewisburg
"Lewiston, ID",ID,518,170333.25855665075,161263.6127278196,167106.71884012132,171861.04789242957,174371.66783610018,182484.12193336687,191182.24183909214,202783.4052868639,213389.41402014505,226784.5372501765,295946.99278084823,341045.58702970203,345062.118782065,352531.69997801346,Lewiston
"Lewiston, ME",ME,367,133443.73245506702,132109.12512975006,131643.6508275912,132993.15923160853,135270.81428607457,137736.8734466438,143742.80887733144,154989.36018056254,166814.23080004184,176794.92009894422,234720.2221171204,270638.5107498897,290495.7494563867,313556.48599123966,Lewiston
"Lewistown, PA",PA,636,,,89425.4015912746,90526.1117136993,90576.86808071657,89201.53500654745,95161.47305798905,99398.9782332754,105045.57228091349,110590.60189178988,135280.44162158665,147768.16870271057,160532.53543408026,167559.53014787682,Lewistown
"Lexington, KY",KY,110,155698.54218506312,151527.73951543221,150173.59643863433,152930.692994634,155787.53623057416,160115.11158239198,168218.63212636882,177981.5761248778,188831.5952937051,197064.0779111268,236910.3688474043,266095.46702593414,282605.3343348913,299735.11244432785,Lexington
"Lexington, NE",NE,856,94248.51521499323,94558.93602413293,97305.67588959124,102709.73745732095,107691.47541287613,115515.43661429397,123089.26733827055,127469.65955888024,133481.26073363106,141401.5654526302,165549.121096599,184213.50342716867,191973.952354104,199083.34763277217,Lexington
"Liberal, KS",KS,885,,,,,,,106414.61281726175,105738.00463574841,105177.42782661029,109287.84239743307,129995.96784151606,143705.23812566014,138783.3249398901,137947.88201867722,Liberal
"Lima, OH",OH,387,94778.02088839933,92055.45567797573,88781.7452585051,88631.38418006942,89514.00754120036,92308.68122833257,96097.81439388111,100580.9192262019,106542.35588047204,112881.47287283343,139906.82958655848,153573.74120009047,160194.1213640978,168781.26332281958,Lima
"Lincoln, IL",IL,834,,,,,100765.57544793922,102763.35295679106,105770.75852749961,101666.41579502936,103409.83127388878,107343.79929465418,116179.42234773759,118219.63718579558,122398.35664131226,125345.22226614617,Lincoln
"Lincoln, NE",NE,154,149153.47727155578,146043.88857848817,143599.9245304793,147237.0932135627,150700.099061336,156994.83350696575,167750.109887875,177309.1417914112,187197.69453419547,196420.4728360538,233460.35500931612,259760.6403526621,270164.8230051546,277825.95657841273,Lincoln
"Little Rock, AR",AR,81,146215.67132363803,142632.73772285777,142264.23788005413,143683.22722060236,145408.35381282034,148268.00571391356,151918.0971075556,153010.1594407585,156656.24926460237,160753.49596845426,185683.45711754926,206315.11445990994,211373.48099125866,217678.5619310917,Little Rock
"Lock Haven, PA",PA,727,126904.37153363989,118053.91126944603,119861.1279550192,120740.52577509578,124710.64832886966,126601.47132974617,129696.1443922451,133914.16938228832,137198.84127490336,141797.38787468369,161415.03404165307,177824.9612020197,177219.65359913124,182212.7538912682,Lock Haven
"Logan, UT",UT,301,205925.23044553873,190984.53065175578,179225.3666285758,184960.80357720458,188569.64314455073,195473.43078550487,212708.4828048269,231235.54428562184,254416.43968838404,278069.358743482,381648.95690493315,454654.1339824036,448077.44479458727,447149.4640426962,Logan
"Logansport, IN",IN,723,,,72582.69365397289,73418.60945967711,73817.46993452993,75424.70671898882,79250.8239901131,83102.32154551575,89389.94752444727,96942.5246745663,123228.88961386034,136698.40051883395,143724.11822279726,156907.36655328222,Logansport
"London, KY",KY,294,84246.83949536248,82304.36728172444,82490.81586283825,83565.30777900793,85296.21070154403,87712.55881995417,92700.79256621921,96398.88345335085,100566.62831512712,103479.23377024423,126616.67721437453,141225.26816990413,148282.13840668672,149541.83811012813,London
"Longview, TX",TX,173,122694.42595157873,121835.5192017157,124583.35797667033,124886.11990297861,130030.68897596006,133156.75779370224,137450.50435088002,138087.11362681657,144765.17693687932,159139.10338350732,174883.52646475928,199103.36621159143,209038.83921934947,210679.4121258996,Longview
"Longview, WA",WA,368,171472.42304780954,160751.05661436977,158675.36433933247,163014.59402841184,170402.45276294163,183268.60423290977,204275.34194192456,228806.89240557348,252802.8374110158,276141.47185589577,364277.6628930271,404717.89650236437,403596.85209892533,416529.03430923354,Longview
"Los Alamos, NM",NM,916,288637.50919595326,268387.2439135926,257781.12643046465,254787.40421994054,247763.73224044024,245431.1339155468,255860.93933779374,286218.9634423934,323480.823984925,348519.815959921,449750.78114763316,487380.9741671482,506409.45551345195,552762.994049593,Los Alamos
"Los Angeles, CA",CA,2,402896.34488362056,380472.75253157574,371262.99618769047,428826.804119359,481724.10765558557,506167.98561673524,525489.0202476493,572172.4062279317,631987.8622205558,647706.9482672814,775922.6121752273,880238.3334562863,879037.3654155716,938030.514644358,Los Angeles
"Louisville, KY",KY,46,136901.3272118102,131370.793756632,131176.7928784375,134422.5056500842,139864.6244261856,145394.24722468303,152705.83356163744,162294.1343298802,171939.96971084605,184136.44270812767,218873.53932199153,238957.2899985885,247924.60278033893,257495.76267809235,Louisville
"Lubbock, TX",TX,162,131338.39130790115,130272.4224780157,130182.12289436658,129319.75844554341,132243.90202184024,132604.1355967788,134795.62883188194,148742.96130243992,158786.1552679479,153870.24404361664,179240.73228504928,203989.97130479405,209857.3303767141,208605.98126760757,Lubbock
"Ludington, MI",MI,822,132131.3956676885,127742.71925640525,134552.9799888139,142344.7833733786,150843.19604525223,157794.2754442771,166462.9895012967,167194.64236253404,165786.09814127462,166950.23797877776,221288.1437909801,249796.33222279022,251996.82431200508,256304.51173506677,Ludington
"Lufkin, TX",TX,425,106902.50618467147,106224.13642478485,108498.88672930359,109384.39324475668,113625.63249321212,116157.65285243094,119018.11000708159,122258.80395053246,124434.50583290978,137069.32348093664,169724.7433779534,188801.4453653044,192871.61372815215,191334.3598831558,Lufkin
"Lumberton, NC",NC,348,,,,,,,76048.49270236677,74589.84791109293,78825.34074344231,82017.02528012446,105289.55306211382,120807.72820626477,129926.1974149834,134669.94627145326,Lumberton
"Lynchburg, VA",VA,191,153441.91258749363,149326.74384446256,149554.37078417934,150880.80378070683,151410.3278668757,154366.21559178506,158882.77157502915,164136.5804413661,170432.1066797755,177897.95887318064,214131.26479145128,239778.210127544,256939.0189050976,270538.9073777264,Lynchburg
"Macomb, IL",IL,838,82290.27455027057,79869.3917976667,81834.8759226159,85765.62772445062,85365.68772694064,87102.28785892464,86611.94851809494,82250.58318382788,78345.42041142705,79938.61910149157,88013.76523667575,92190.30710390383,94061.72638290674,96722.07659705599,Macomb
"Macon, GA",GA,200,103048.73773197585,96354.93530496536,93191.1876324549,93151.90611135267,97530.79375733068,99650.92551050358,103069.30440145981,103168.3391009168,110612.89320950756,121892.67705332006,148782.03954665095,172525.13110995537,182731.31168731922,191077.4274119982,Macon
"Madera, CA",CA,275,141827.6077270686,138504.4282911052,140069.8406457625,163973.20015749338,189783.3410353832,203812.41647119288,215751.24280041302,232046.1376735028,259154.71975354743,273486.4942652704,343737.5271535897,394639.36739871115,393653.316550275,409419.98998572916,Madera
"Madison, IN",IN,791,,,87915.94762643153,92033.11399972952,95956.75538096933,104939.68256629982,109682.42236817417,121421.70888345323,129412.51007651229,135771.41909016692,166171.65005767162,188566.62363465756,199812.96150355332,210932.66608742674,Madison
"Madison, WI",WI,88,211158.66725619475,203721.18247524207,200400.172783669,207476.93468497376,216848.62094684015,225690.15415119068,241650.14387202318,256719.38072175207,272075.7022107719,284686.5873943326,335555.28154328023,367535.15170747036,390353.91335794557,413483.54664770345,Madison
"Madisonville, KY",KY,650,81695.79443277536,75352.4883205902,75326.2718601004,78319.9454076297,79625.62880474929,81662.3160673363,84247.69699907799,85851.45086293103,87258.13655575486,92922.38959319876,108849.2728279949,124610.0440088907,132204.7545710693,138292.27979871279,Madisonville
"Magnolia, AR",AR,883,105785.32095179435,103271.01744151878,110190.22483495205,114583.57528189768,112885.3128323517,114509.92742606935,124896.21669440212,127356.43388207948,133935.533620829,135535.47784784503,152750.69639180685,156106.21556866987,150600.44362830013,143156.3019306216,Magnolia
"Malone, NY",NY,621,99433.22942889044,98537.02240559737,99295.18401237683,99637.2072225001,99110.50937628397,102238.23575040977,103989.98880511726,106985.66307997164,112245.17443401429,115810.03647664616,143230.92622108696,161226.5069032513,166218.9495213257,166729.67016019297,Malone
"Malvern, AR",AR,789,98411.14284299487,98980.04881558276,100441.67245460389,100227.00387773932,98800.2292540389,104421.79948062952,112663.36997280724,118173.6866827639,119711.69207298626,121314.17302558046,146344.86528097972,157578.6010205807,159161.71249661662,166732.2326515386,Malvern
"Manchester, NH",NH,131,231155.69737344526,218867.7944111935,211638.52471141474,217759.79774925354,225869.79807048602,235443.4831297988,249210.53001923268,265792.5578198187,282844.10957252106,295138.14550813736,372085.3902295075,420485.20419173787,450036.03971652786,485596.5406032481,Manchester
"Manhattan, KS",KS,320,142646.24319733414,146060.22051399687,148980.42812928767,153202.16507158356,158532.47533601098,165732.41392827968,168658.996419124,174654.90250569943,178743.18574082755,181716.90790220513,203405.9049194466,220668.28265670143,229143.54295841497,237255.3344623109,Manhattan
"Manitowoc, WI",WI,448,116642.28124653643,113194.54000515146,114554.22572757931,116464.5874378498,116709.09940401651,118126.11022990964,122235.61579553345,125058.40860143834,130207.87878928885,141365.09264978717,173930.25584216922,192626.19149625386,207287.32010319922,226900.30165878226,Manitowoc
"Mankato, MN",MN,386,159731.96339984817,155368.67708133542,155175.78001339876,157981.4282167356,163309.55996701252,167395.1557931435,177630.6933070326,187361.78306520215,197024.5330560221,207604.8917556616,238184.61895774025,264238.0481572844,273846.28242725186,281251.5869910169,Mankato
"Mansfield, OH",OH,337,79033.5020393307,75011.28902158052,76058.9003806332,78547.37587816369,78737.57425751055,81643.07243594308,86757.78464405854,91187.59424779727,98910.62223836752,106730.6742570545,136730.25365492565,153097.18308459502,159584.5880444727,172784.34365207187,Mansfield
"Marietta, OH",OH,538,101514.20837593562,98806.47246148299,99489.01916353997,102597.12703332765,107953.0355018452,113483.82569670927,119097.20801941938,122332.41288447777,125968.84131871664,130460.56293849542,154136.3865321081,166336.71021895614,165147.7971547231,168647.06150527342,Marietta
"Marinette, WI",WI,507,92545.33317991336,87784.07269640936,90657.20380971534,92270.16768268486,94058.56683303068,97330.24078303756,101052.91872122925,102426.00477546924,108341.21627586626,113036.20283177755,144874.40737066476,161360.93337240754,171071.91158553856,179269.70513904328,Marinette
"Marion, IN",IN,497,75264.4285742413,73829.10829617416,73991.00872663208,73390.02147192141,75295.9312069165,77402.74372528278,80441.91145011972,81739.67126553087,87001.14758070356,92636.66070716118,111730.98256290017,124925.51703524636,127789.13183784629,136597.81845076857,Marion
"Marion, NC",NC,661,,,,,,,139199.29930124854,145453.48857099022,156022.9071922608,171676.80006897968,216483.4851564096,239189.5836543036,247417.67292010513,256539.9709648716,Marion
"Marion, OH",OH,504,80032.56827871485,78354.42810304915,78563.51656258997,78373.00938926773,77645.95594900656,80351.55880186298,86065.54676206931,89795.04015187274,95729.52322887849,107229.24841442965,133664.2423402665,147494.71959969602,153611.1584400193,163610.72347444485,Marion
"Marquette, MI",MI,500,106899.01052003853,111512.76235463547,119609.03216179994,126755.16712187619,126941.3062330911,125528.96578949585,128468.29408665512,133493.07040408198,140040.31963124123,146498.1722973836,176380.48461617905,200864.60909284125,210974.67488345783,219326.69094151145,Marquette
"Marshall, MN",MN,860,,138672.1570823771,142012.65731765318,142743.4946845794,146660.4781819439,149788.53008438688,155337.26883494153,156408.97691171357,159167.44681442642,158891.49519572456,177913.56014646558,194596.7762361624,200823.25607998788,202063.82037472658,Marshall
"Marshall, MO",MO,879,,,107735.86776439479,117149.47659794836,132380.8343381075,134449.51531170096,137090.20391740205,135482.97029517932,141201.196480121,144059.22340824798,158575.55711140015,156826.63900007567,172663.29829103107,167733.5036560359,Marshall
"Marshalltown, IA",IA,696,103740.30386170723,101932.0840947728,101638.28839759335,101859.13758164541,99071.96287435007,99508.54596391838,104644.65769290207,109988.01325156672,119519.61016982135,130736.75179780005,149984.7834409751,165237.02081524188,169258.18066171315,177372.33916318024,Marshalltown
"Martin, TN",TN,794,90533.13759035536,88622.80822463536,89279.25318404184,90358.5940626972,93682.51696165174,94437.6730852922,97104.45027314557,100332.8536260765,103233.63839869735,109666.44182906656,131768.92616077044,153334.50991025986,160979.04404817207,171149.73900539678,Martin
"Martinsville, VA",VA,516,89021.49340637808,86943.25478864256,89474.50954513054,85059.37731091591,82694.04882979141,81512.29828838787,82890.13700609603,82703.56520794875,82443.03209188906,80975.14790896358,98833.02154834871,113551.35754529959,123710.41285200232,128238.06420471153,Martinsville
"Maryville, MO",MO,895,,,110632.31781858987,121647.4764615493,125014.80363873504,128525.21671182018,126896.12189144979,129460.39841567948,135627.22381389697,145655.86476646675,171701.80737839997,200233.55138582646,206169.59880826948,207408.33896431013,Maryville
"Mason City, IA",IA,598,91693.10877078894,91008.28771045331,93561.94862289137,99196.68977994734,103847.99337413802,107759.40056861065,112815.51521540472,117714.7927018462,124066.66678152695,132166.3303567117,153781.8130167776,174139.4991873022,178620.22510240352,183896.98017029848,Mason City
"Mayfield, KY",KY,743,67304.20525641697,66761.36331880688,67129.29500158869,66752.27869081683,68097.63010964477,71779.58206927219,73953.39711081736,76375.72657330961,84428.33745731504,90468.52941238262,114016.77733438219,132171.31720834,140187.06635466818,146242.98622164235,Mayfield
"Maysville, KY",KY,925,83936.9229601478,82619.9975888047,82983.79358194761,82975.12471929174,83886.15753712681,86616.36022524761,88348.7755468802,89010.68695528469,93834.29488464806,99605.37013973511,123111.29906027549,142082.2539927853,148718.51254655243,157137.00001842927,Maysville
"McAlester, OK",OK,666,91587.3194227796,87366.71700303757,85978.36440521051,85429.72661873342,85196.7124421608,84874.43944988001,86752.7729734424,84681.25608206165,89677.06114639144,92640.54079190145,114454.71963097347,126690.33805755642,131439.3026605707,136621.760339116,McAlester
"McAllen, TX",TX,67,84414.05771549608,85320.95768148078,83591.83520661826,85027.3061123338,88998.84391085595,93884.95708367952,99735.17989818267,103315.46229026256,108050.67463952217,112864.58278298489,141784.46859823944,165105.3044669076,178063.00988251696,187393.35742938393,McAllen
"McComb, MS",MS,694,95031.00711711937,92485.88447967712,91070.25281761662,88948.26317194664,86680.12298898371,89132.9643251432,89472.65860839064,92178.01812337826,94932.27326720767,99740.3862823539,107804.68579003673,111511.24335503958,106205.38275046345,95654.70948425664,McComb
"McMinnville, TN",TN,690,96411.52701856481,94667.97134491405,95286.88803156855,96396.42181324559,98644.73697987555,101981.7338873711,109714.12909369149,119244.60859438457,128321.63102137782,144322.98862539296,188492.2414746091,225034.657705901,230089.96293825423,243768.40047553313,McMinnville
"McPherson, KS",KS,820,,,,,129707.13992089155,136400.76631770915,141081.04753382443,143627.1936968229,149569.21477955562,156948.02224220274,179329.2009740091,194117.63793038751,200219.15826450253,207863.36880528415,McPherson
"Meadville, PA",PA,431,83030.3642455335,82850.90913040687,84711.89196194557,86947.80825109275,91244.42388674828,95714.39142512392,97324.42029795602,102213.58304258017,109928.20195566089,110770.00822923658,135592.0729698925,144947.57183145356,151770.50119272756,143680.190207048,Meadville
"Medford, OR",OR,210,221563.778145117,201754.55770227264,186398.43573310957,204061.77801887167,226854.07906436024,244866.4438476599,267590.19782681024,292860.2857527335,314318.08581217646,323143.76758269477,396109.03042321437,435259.068602028,424059.69143411674,427116.01843986026,Medford
"Memphis, TN",TN,44,115980.42598024698,110282.48450364184,110448.747018261,111830.68397738674,118793.35732853725,123720.56835952454,129044.42570263743,137013.61733613457,147655.26738215747,159130.03052090705,202016.46576406702,235613.81584465687,239792.46099443905,242011.04705776958,Memphis
"Menomonie, WI",WI,651,135906.1025426303,131630.84829871773,131831.65996715656,135843.52043870155,142271.0493110966,151533.5968778194,159862.661389878,168745.24553880238,184553.56208064407,195426.26639444035,239627.34415439927,267156.8544702158,281313.28194335947,291073.00999927317,Menomonie
"Merced, CA",CA,177,126059.18244265928,124996.49245911367,123273.95950538626,147652.70003593498,181062.64980852036,199345.79128476267,218285.6470416948,241192.05953113444,264732.49494856625,285761.99564491544,357081.22768340306,414771.563466697,401699.4536642451,419222.45727532526,Merced
"Meridian, MS",MS,397,,,104144.55445922735,101394.88212829642,106853.91691614641,109825.81592517778,108306.07647564767,102015.59518961386,100669.3469275218,102509.63165561971,115126.625911563,127181.33170677481,121554.07478597182,121181.42823442158,Meridian
"Mexico, MO",MO,862,94286.44726627739,91416.6306011111,91080.68978596653,89944.84570528287,88934.64102576183,91397.96959347342,93383.38532070938,94178.48891712417,99192.80138854112,107115.05991631078,131698.37595604657,146099.79377216267,153455.41120440597,161098.53473639424,Mexico
"Miami, FL",FL,8,162636.61394090293,150002.21398292857,150906.50836511914,173966.1697925173,201662.53669765254,223911.60817328733,245209.4979821425,264574.84670458623,283469.087191225,295911.715988299,353710.9950125062,433769.40267519536,468189.89921484375,493008.0857145418,Miami
"Miami, OK",OK,817,75786.83027593509,71043.342734378,72617.19198506416,77589.7275045673,78310.53610173576,76577.36322950025,76213.5635264395,81457.55485259565,86992.977654234,88703.47187964665,108824.03042365752,123325.78731002189,127324.0001166347,135596.35662292162,Miami
"Michigan City, IN",IN,365,119844.34818367753,118362.05846574939,118764.73803309043,122814.19205695948,122450.23219810468,126104.13170543115,128795.52313064889,133102.18032935378,142278.94886594132,152227.93349102666,186139.17160871867,209367.58902663886,221358.80591328035,233234.74202164763,Michigan City
"Middlesborough, KY",KY,870,85567.03826710688,84470.06237855367,87446.2287218077,89082.00644032803,89951.8187727406,91861.15957435108,93765.84392577536,87609.59473442209,88981.70698766196,95952.94087974563,102508.9987376416,107654.72055786794,105252.72830222156,99362.94686120046,Middlesborough
"Midland, MI",MI,437,110947.10798260743,109525.01614313667,111882.48179780021,120899.47504431066,121041.01175396763,125931.61140919213,129818.59426113951,132296.79487089618,136831.31926690563,146907.12716657174,178954.63315631976,196166.63577420832,206368.86825724746,216459.01726856665,Midland
"Midland, TX",TX,254,159013.39830432538,162933.39367376364,179274.64109883105,201350.16280508903,220674.51070568722,230424.96504941388,221786.48874424482,221187.82286518463,243621.26670680472,277274.6044500372,285823.1336039734,291820.19151531387,294942.12343356694,309204.77540870634,Midland
"Milledgeville, GA",GA,588,116553.78823733667,106468.98970840534,106606.47375270158,111468.94615378104,113730.52931053098,119651.45584338823,127535.56484617291,125830.639744804,136052.86034829207,144464.39997053097,185486.47985304912,208224.1351190978,210683.73471821728,219377.76602892243,Milledgeville
"Milwaukee, WI",WI,41,198927.05938142946,181187.0079167766,175105.93513459488,180359.95954821585,189248.88002351215,194112.58869198375,204815.30657552814,216608.81759767924,229467.07541656354,242005.72479900043,285689.73565775657,306289.1156802151,327748.69066790066,348655.0217390355,Milwaukee
"Mineral Wells, TX",TX,833,125567.91077425487,123394.64412754857,125199.97756722227,131447.3068636857,140895.20155877943,143999.39903949827,148788.96804210337,153249.7380633743,162529.40453316845,177255.8177333134,239612.0929005684,281351.40307195607,280830.12536187697,275603.2436896611,Mineral Wells
"Minneapolis, MN",MN,16,199612.39952838919,180968.26231197492,177093.789259702,197626.96543079612,214761.98042855723,225231.02473626102,240134.55287399422,257235.4407614206,274550.57073597104,287365.8037493971,338558.89756002935,366014.7892924682,366155.43363574514,370838.2841215042,Minneapolis
"Minot, ND",ND,458,185647.6593674227,198238.59709614076,219005.06191451426,255050.48837375848,258866.78855872783,258693.38146254225,243556.7152919113,228459.73206229217,206775.74541997074,198601.61143566176,212745.56574612562,226325.88575785945,244753.0033143135,249812.55481011735,Minot
"Missoula, MT",MT,354,222086.4715704911,212169.4034106376,222845.7413294419,235704.06110222312,246004.7710326705,257071.73178782986,270544.5789015067,288275.94735499384,303561.156252447,317318.0123648784,442689.99768611096,527697.1822813324,531940.6162121181,554371.8634938755,Missoula
"Mitchell, SD",SD,878,,,,,145398.8614343608,147064.03418650577,152120.1162825279,162867.80062206252,166962.1639360883,169810.10224998285,197085.10184874767,225385.1678079385,235087.6235199117,242037.8241506298,Mitchell
"Moberly, MO",MO,869,,,85691.21390262015,86678.6512242967,88721.79533157659,88047.23471542617,90057.18304736588,96808.01873777741,100555.582752151,107184.75727170985,132263.81508176745,146087.53028838898,151948.97917436901,161590.0763840864,Moberly
"Mobile, AL",AL,127,125372.30176014964,110781.8071724857,104316.90518540425,105516.02663893181,106271.64040507725,108205.37144313642,113276.29097489051,118342.61566593162,123309.17027017672,130794.04624468733,159023.95331043022,178572.59162322897,186155.27476437562,193049.43028594778,Mobile
"Modesto, CA",CA,103,150605.8205211248,141995.5291593902,139167.13284331767,169896.3235257238,210715.82594599083,233453.1771273288,256784.32231787732,279495.427999712,304695.34400518105,320697.7341586948,402744.15753573977,454280.0425009515,441370.64408889925,460913.3693370423,Modesto
"Monroe, LA",LA,222,106522.05676979381,103922.9044407676,103138.28313374217,112428.96440481218,117379.05225328151,126761.82563870652,132291.2284602669,132031.21907268043,132948.92797475128,134752.5587108841,144459.8793616781,157508.49344813163,158240.5635480497,160460.46020092536,Monroe
"Monroe, MI",MI,283,128306.67579625927,121860.62571393388,118112.94217261755,126201.7191618668,137150.0585382382,149183.0249317757,156869.61356852288,164044.23221491813,171281.26067429103,179922.49348147179,208357.04898442954,224493.26269220267,231328.3819661705,242432.0958050019,Monroe
"Montgomery, AL",AL,143,137181.67609256782,132048.12360078897,127841.48892297833,128579.33682164043,131348.390537959,132477.89954864606,133857.9017646196,134487.68335593544,136999.92113232522,143540.73011363982,164813.91083442516,184874.1415614621,192021.26321388118,197566.45009994286,Montgomery
"Montrose, CO",CO,628,194749.9069565443,189642.9688427735,192436.5570867438,200744.0756073819,209190.4698345966,221577.425919484,240578.44096727576,257272.89042118614,279474.1414783257,299743.4468217929,379568.3687857685,445251.50577771774,453752.9734819778,470221.95045855123,Montrose
"Morehead City, NC",NC,491,246092.20682871167,237912.74783070871,234673.72390835415,236400.10560724596,237904.90212728558,241100.55626309293,251571.12336443955,259865.8358154462,270134.79906814214,280668.10796925524,353476.7622827235,421896.53045812453,447596.59088376554,463702.58134024084,Morehead City
"Morgan City, LA",LA,605,,,,,,133398.5026127321,133847.80442900528,130112.00146144157,125986.08345504571,125846.28713636166,131919.12221114564,132631.87708941143,133267.6690507538,130608.1545380068,Morgan City
"Morgantown, WV",WV,310,134604.63025565824,133218.05716427707,136542.27510633753,145252.20934581992,148439.47090828358,157918.7991154558,160670.6365215479,161616.09683600967,164652.4068966555,165948.05345021115,186780.8095209871,196212.02565738044,201456.66618711516,209255.63937634646,Morgantown
"Morristown, TN",TN,307,127682.85825434227,120627.11063672633,120016.03756387475,123495.32391213968,126368.10475170564,129989.16238607581,138403.88348892992,146035.805478394,154741.32722780653,170498.7677159121,206272.65855573028,243077.0818030081,257038.74298250655,276066.9402236176,Morristown
"Moscow, ID",ID,703,236242.31058817077,218580.1433699846,225632.67291395614,234732.26083723828,234823.15489062757,240022.35633620675,245520.95976715162,250105.78093817036,265349.54222890444,290411.73174571857,377320.0456074101,437813.7334516968,440595.34122748766,453821.78217613447,Moscow
"Moses Lake, WA",WA,403,165139.62554875793,157034.3392994767,158304.4523748619,160436.12074016916,160632.50234039038,164073.6589213568,173766.57275629157,180583.2472828347,198310.62386736425,217925.76098520006,292516.40977884055,339761.2101786815,342376.52466275165,351825.52300825255,Moses Lake
"Moultrie, GA",GA,642,103011.71326878795,97426.09517563402,96787.52233497649,100121.6321963294,99960.46950954518,100256.50162446877,101790.23591584784,102167.3069433914,108520.53826129803,115726.06715529635,138990.7502622384,151911.20822002707,146024.36664472183,159017.1234898178,Moultrie
"Mount Airy, NC",NC,484,112394.33368936455,110152.43433490983,110781.52858955793,108338.33727240853,109175.79710060246,112371.02529972217,115625.727249064,118561.68275945331,124544.03940249397,131244.3679845472,168559.80166812375,196760.84905675796,203530.86742759784,217578.344080067,Mount Airy
"Mount Pleasant, MI",MI,502,,,101795.04512967542,108297.21600287296,118954.6338604113,126504.36524240921,125720.69827925414,131840.46057546555,137297.95343928234,147955.9840260981,181393.3021804935,199090.22314527383,203348.50959596643,208112.77971819715,Mount Pleasant
"Mount Pleasant, TX",TX,667,103439.72777665046,101523.07776461275,103113.194992517,109116.67324008943,116153.73958323825,120536.74969389506,128883.91251096957,136225.42574001968,144497.82580416315,154128.72710014755,195798.7086287335,225379.58168208253,227735.7273937375,229901.75745099827,Mount Pleasant
"Mount Sterling, KY",KY,630,93059.05639353959,87968.33810396145,89423.4453153052,89886.09096731934,93015.69293292919,98708.72025147128,106871.32699738827,106437.05260641221,112366.16998457082,118844.90792704387,146296.20710678783,163900.62574657096,171336.52220785897,174673.24906240613,Mount Sterling
"Mount Vernon, IL",IL,731,110511.82176484312,108917.62130364368,113400.812193461,140452.1049954109,172711.45068978478,185142.26345798967,157268.3685518389,115720.48002224231,107137.13130361603,107589.98463380513,114858.81367864052,122926.55515130988,126580.89436769107,128531.2821890404,Mount Vernon
"Mount Vernon, OH",OH,524,92304.46582229137,90755.61483073902,90912.97100312782,94578.09597244817,102006.83394853685,118264.13972595464,138563.58290690542,149665.03312693807,158582.85536993356,166120.88104042082,207506.12936511272,232517.57268538594,242403.48280811709,259538.49008805677,Mount Vernon
"Mount Vernon, WA",WA,327,233930.62032293223,218984.86681874178,214635.49134274593,223983.26534359317,236782.9760372017,252530.7132874315,283078.061511808,312529.9939103337,344854.548032951,369115.1176147655,487353.59316795325,549222.8270739265,539485.0588965891,560857.1007210106,Mount Vernon
"Mountain Home, AR",AR,686,137504.31835547244,135642.69212969218,133361.3535212517,129882.79389591713,132933.79236909762,136144.82563107132,140027.8214249011,143817.4962371856,147922.996297251,154700.27298492557,183898.7905360949,211243.26322432925,216374.6269501954,223400.26765058885,Mountain Home
"Mountain Home, ID",ID,832,127773.76814756905,116666.42259422336,116380.79588526864,117016.05975372769,120541.64349261869,123378.40195837615,130456.3050933695,140862.69448671315,159602.21977057183,183503.94449592786,291763.75592473656,336958.76230473054,326101.571020551,340395.2908032125,Mountain Home
"Muncie, IN",IN,364,74985.04951823484,73246.29209726809,73506.69728536964,74578.39889171203,75705.33258268781,76490.54278199871,79126.02215827224,83687.2327890689,89264.25921605942,92834.1740602388,117524.9998838895,132696.17081592864,141349.42301316172,150708.9383142649,Muncie
"Murray, KY",KY,734,71916.14433646956,72881.1179231286,76833.70937911376,78866.39237214641,80343.48638344319,80291.03905323388,82503.01898660572,91437.1445227368,107464.19395150775,113840.15182645059,168831.74161205717,191910.31246091973,197575.61331341448,191909.63101798075,Murray
"Muscatine, IA",IA,670,103523.1352451062,102981.1798597958,106540.41471206314,113133.6112899835,114090.24394196394,118026.16280600407,126456.9929915598,128417.12274718938,133317.13406754902,137893.96871872133,157589.58850613105,171691.91341625372,175426.74623741186,180551.842697378,Muscatine
"Muskegon, MI",MI,250,86184.55007279063,80181.09103426218,78382.15262690914,85348.45581463304,92513.81211789478,98381.77368468668,108573.9547623458,121093.13853141892,133760.58369104823,145021.22126287816,189700.08449211845,215383.886372491,219129.26923384587,231874.13089025975,Muskegon
"Muskogee, OK",OK,496,87103.35753811276,85515.77621494613,84149.41157122827,80330.50873250376,79230.63454236774,80626.69653552576,87795.6761494298,86865.74311314947,89047.32493139604,93835.94135943823,119578.285599004,136737.402207779,141968.57441314124,149642.34453687203,Muskogee
